Birim Adı;İnternet Adresi;HTTPS Var mı?;SSL Geçerli mi?;Sertifika Başlangıç;Sertifika Bitiş;Strict-Transport-Security;Content-Security-Policy;X-Frame-Options;X-Content-Type-Options;Referrer-Policy;A02 - Cryptographic Failure;A05 - Security Misconfiguration;A08 - Software/Data Integrity Failure;Güvenlik Skoru (0-5);A01 - Broken Access Control;A04 - Insecure Design;A06 - Vulnerable and Outdated Components;A07 - Identification and Authentication Failures;A09 - Security Logging and Monitoring Failures;A10 - Server-Side Request Forgery;CSV Injection;CRLF Injection;Unrestricted File Upload;X-Powered-By Exposure;Iframe Kullanımı;Mixed Content Risk;Deprecated HTML Elements;Referrer Policy Mevcut mu?;Gzip Compression Aktif mi?;robots.txt Var mı?;sitemap.xml Var mı?;Doctype Var mı?;Title Tag Var mı?;Secure/HttpOnly Cookie Flag Eksik?;HSTS Süresi Yetersiz mi?;CORS Açıklığı Var mı?;Yanıt Süresi (ms);Mobil Uyumlu mu?;Başlık Boş mu?;Tüm IMG'lerde Lazy Load Var mı?;Formda Password Input Var mı?;Toplam HTML Tag Sayısı;Tracking Script Var mı?;HTTPS Yönlendirme Var mı?;Sıkı CSP Var mı?;OG Tag Var mı?;Structured Data Var mı?;SSL Sertifikası Geçerli mi?;H1 Etiket Sayısı;Inline Script Kullanımı;Meta Robots İçeriği;Başlık Uzunluğu (karakter);Tüm IMG'lerde loading/width/height var mı?
FENERBAHÇE ÜNİVERSİTESİ;www.fbu.edu.tr;True;True;2024-11-14 00:00:00;2025-11-14 23:59:59;False;False;False;False;False;False;True;True;0;True;False;False;False;True;Kapsam Dışı;False;False;False;True;True;False;False;False;True;False;False;True;True;True;True;False;-1;False;True;True;False;8;False;False;False;False;False;True;0;True;;23;False
FIRAT ÜNİVERSİTESİ;http://www.firat.edu.tr/;True;True;2024-12-06 00:00:00;2026-01-05 23:59:59;False;False;False;False;False;False;True;True;0;True;False;False;False;True;Kapsam Dışı;True;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;-1;False;True;False;False;0;False;False;False;False;False;True;0;False;;0;False
GALATASARAY ÜNİVERSİTESİ;http://www.gsu.edu.tr;True;True;2025-03-17 00:00:00;2026-04-15 23:59:59;True;False;True;False;False;False;True;True;2;True;False;False;False;True;Kapsam Dışı;False;False;False;True;False;True;False;False;True;False;True;True;True;True;True;False;157;True;False;True;True;1078;False;True;False;False;False;True;0;True;;35;False
GAZİ ÜNİVERSİTESİ;http://gazi.edu.tr/;True;True;2024-12-08 09:51:33;2026-01-09 09:51:32;True;True;True;True;True;False;False;False;5;True;False;False;False;True;Kapsam Dışı;False;False;False;False;True;True;False;True;True;True;True;True;True;True;True;False;560;True;False;True;False;0;False;True;False;True;False;True;1;False;;45;False
GAZİANTEP İSLAM BİLİM VE TEKNOLOJİ ÜNİVERSİTESİ;http://www.gibtu.edu.tr/;True;True;2024-05-29 11:42:41;2025-06-30 11:42:40;True;False;True;False;False;False;True;True;2;True;False;False;False;True;Kapsam Dışı;False;False;False;True;False;True;False;False;True;True;True;True;True;True;True;False;1740;True;False;True;False;2390;False;True;False;True;False;True;1;True;all;14;False
GAZİANTEP ÜNİVERSİTESİ;http://www.gantep.edu.tr;True;True;2025-03-11 00:00:00;2026-03-12 23:59:59;True;True;True;False;False;False;True;False;3;True;False;False;True;True;Kapsam Dışı;False;False;False;False;True;True;True;False;True;False;False;True;True;True;True;False;594;False;False;True;False;1129;False;True;False;True;False;True;3;True;index,follow;22;False
GEBZE TEKNİK ÜNİVERSİTESİ;www.gtu.edu.tr;True;True;2025-05-13 06:36:46;2026-05-13 06:36:46;False;False;False;False;False;False;True;True;0;True;False;False;False;True;Kapsam Dışı;False;False;False;True;True;True;False;False;True;False;False;True;True;True;True;False;747;False;False;True;False;706;False;True;False;False;False;True;0;True;;25;True
GİRESUN ÜNİVERSİTESİ;http://www.giresun.edu.tr/;True;True;2024-12-23 00:00:00;2025-12-22 23:59:59;False;False;False;False;False;False;True;True;0;True;True;False;True;True;Kapsam Dışı;False;False;False;True;False;True;False;False;True;True;True;True;True;True;True;False;651;True;False;True;False;1321;False;True;False;False;False;True;0;True;;47;False
GÜMÜŞHANE ÜNİVERSİTESİ;http://www.gumushane.edu.tr;True;True;2024-10-09 00:00:00;2025-10-08 23:59:59;False;False;False;False;False;False;True;True;0;True;True;True;True;True;Kapsam Dışı;False;False;False;False;True;True;True;False;True;True;True;True;True;True;True;False;722;True;False;True;False;1153;False;True;False;True;False;True;0;True;noodp;8;False
HACETTEPE ÜNİVERSİTESİ;http://hacettepe.edu.tr;True;True;2024-08-02 00:00:00;2025-09-02 23:59:59;True;False;False;False;False;False;True;True;1;True;True;False;True;True;Kapsam Dışı;False;False;False;False;False;False;False;False;True;True;True;True;True;True;True;False;600;True;False;True;False;700;False;True;False;False;False;True;0;True;;22;False
HAKKARİ ÜNİVERSİTESİ;www.hakkari.edu.tr / www.hu.edu.tr;False;False;;;False;False;False;False;False;True;True;True;0;True;False;False;False;True;Kapsam Dışı;True;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;-1;False;True;False;False;0;False;False;False;False;False;False;0;False;;0;False
HALİÇ ÜNİVERSİTESİ;www.halic.edu.tr;True;True;2024-12-26 12:52:45;2026-01-27 12:52:44;True;True;True;True;False;False;False;False;4;True;False;True;False;True;Kapsam Dışı;False;False;False;True;True;False;False;False;True;True;True;True;True;True;True;True;460;True;False;True;False;277;False;True;True;False;True;True;0;True;;30;False
HARRAN ÜNİVERSİTESİ;http://www.harran.edu.tr/;True;True;2024-05-06 00:00:00;2025-06-06 23:59:59;False;False;False;False;False;False;True;True;0;True;False;False;True;True;Kapsam Dışı;False;False;False;True;True;True;False;False;True;False;False;True;True;True;True;False;1412;True;False;True;False;1004;False;True;False;False;False;True;0;True;;19;False
HASAN KALYONCU ÜNİVERSİTESİ;www.hku.edu.tr;True;True;2025-05-17 13:12:43;2025-08-15 13:12:42;False;False;False;False;False;False;True;True;0;True;False;False;False;True;Kapsam Dışı;False;False;False;False;False;False;True;False;True;False;False;False;True;False;True;False;749;False;False;False;False;8;False;False;False;False;False;True;1;False;;13;False
HATAY MUSTAFA KEMAL ÜNİVERSİTESİ;http://www.mku.edu.tr;True;True;2024-11-28 00:00:00;2025-12-29 23:59:59;False;False;False;False;False;False;True;True;0;True;True;True;True;True;Kapsam Dışı;False;False;False;True;False;False;True;False;False;True;True;True;True;True;True;False;1289;True;False;True;False;1119;False;True;False;False;False;True;1;True;index, follow;32;False
HİTİT ÜNİVERSİTESİ;http://www.hitit.edu.tr/;True;True;2024-11-25 00:00:00;2025-11-25 23:59:59;True;False;False;False;False;False;True;True;1;True;False;False;False;True;Kapsam Dışı;False;False;False;True;False;True;False;False;True;True;True;True;True;True;True;False;1483;False;False;True;False;1565;False;True;False;False;False;True;0;True;index, follow;23;False
IĞDIR ÜNİVERSİTESİ;http://www.igdir.edu.tr;True;True;2025-04-06 19:20:24;2025-07-05 19:20:23;False;False;False;False;False;False;True;True;0;True;True;False;True;True;Kapsam Dışı;False;False;False;False;False;True;True;False;True;True;False;True;True;True;True;False;153;False;False;True;False;1259;False;True;False;True;False;True;5;True;;37;False
ISPARTA UYGULAMALI BİLİMLER ÜNİVERSİTESİ;https://isparta.edu.tr/;True;True;2025-01-21 00:00:00;2026-02-01 23:59:59;False;False;True;False;False;False;True;True;1;True;False;False;False;True;Kapsam Dışı;False;False;False;False;True;True;False;False;False;True;False;True;True;True;True;False;666;True;False;True;False;585;False;True;False;True;False;True;0;True;;40;False
IŞIK ÜNİVERSİTESİ;http://www.isikun.edu.tr/;True;True;2024-11-04 00:00:00;2025-11-07 23:59:59;False;False;True;True;False;False;False;True;2;True;False;False;False;True;Kapsam Dışı;False;False;False;False;True;False;False;False;True;True;True;True;True;True;True;False;597;False;False;True;False;789;False;True;False;True;True;True;0;True;;17;False
İBN HALDUN ÜNİVERSİTESİ;www.ihu.edu.tr;True;True;2024-06-28 07:26:29;2025-07-30 07:26:29;False;False;False;False;False;False;True;True;0;True;False;False;False;True;Kapsam Dışı;False;False;False;False;False;False;False;False;False;True;False;False;False;False;True;False;-1;False;True;False;False;0;False;False;False;False;False;True;0;False;;0;False
İHSAN DOĞRAMACI BİLKENT ÜNİVERSİTESİ;http://www.bilkent.edu.tr/;True;True;2024-07-31 00:00:00;2025-08-13 23:59:59;False;False;False;False;False;False;True;True;0;True;False;False;False;True;Kapsam Dışı;False;False;False;True;True;True;False;False;True;False;True;True;True;True;True;False;922;False;False;True;False;699;False;True;False;False;False;True;0;True;;23;False
İNÖNÜ ÜNİVERSİTESİ;http://www.inonu.edu.tr/;False;False;;;False;False;False;False;False;True;True;True;0;True;False;False;False;True;Kapsam Dışı;True;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;-1;False;True;False;False;0;False;False;False;False;False;False;0;False;;0;False
İSKENDERUN TEKNİK ÜNİVERSİTESİ;www.iste.edu.tr;True;True;2025-01-16 00:00:00;2026-01-08 23:59:59;False;False;True;True;False;False;False;True;2;True;True;False;True;True;Kapsam Dışı;False;False;False;False;True;True;False;False;True;True;False;True;True;False;True;False;797;True;False;True;False;814;False;True;False;False;False;True;0;True;;37;False
İSTANBUL AREL ÜNİVERSİTESİ;http://www.arel.edu.tr;True;True;2024-05-21 00:00:00;2025-05-27 23:59:59;False;False;False;False;False;False;True;True;0;True;False;False;False;True;Kapsam Dışı;False;False;False;False;True;False;False;False;False;True;False;True;True;True;True;False;2382;True;False;True;False;2687;True;True;False;True;True;True;10;True;index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1;38;False
İSTANBUL ATLAS ÜNİVERSİTESİ;www.atlas.edu.tr;True;True;2024-06-10 00:00:00;2025-07-09 23:59:59;False;False;False;False;False;False;True;True;0;True;True;False;True;True;Kapsam Dışı;False;False;False;False;True;False;False;False;True;True;True;True;True;True;True;False;828;False;False;True;False;1489;False;True;False;True;True;True;1;True;index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1;47;False
İSTANBUL AYDIN ÜNİVERSİTESİ;http://www.aydin.edu.tr;True;True;2025-05-13 09:43:52;2025-08-11 10:43:48;False;False;True;True;True;False;False;True;3;True;False;False;False;True;Kapsam Dışı;False;False;False;False;False;False;False;True;True;True;False;True;True;True;True;False;608;False;False;False;False;16;False;True;False;False;False;True;0;True;noindex,nofollow;16;False
İSTANBUL BEYKENT ÜNİVERSİTESİ;www.beykent.edu.tr;True;True;2025-01-05 12:48:36;2026-01-05 11:49:12;True;False;True;True;True;False;False;True;4;True;False;False;True;True;Kapsam Dışı;False;False;False;True;True;True;False;True;True;True;False;True;True;True;True;False;626;False;False;True;False;1052;True;False;False;True;False;True;6;True;;40;False
İSTANBUL BİLGİ ÜNİVERSİTESİ;www.bilgi.edu.tr;True;True;2024-09-26 00:00:00;2025-09-26 23:59:59;True;True;True;True;True;False;False;False;5;True;True;False;True;True;Kapsam Dışı;False;False;False;False;True;True;False;True;True;True;False;True;True;True;True;False;424;True;False;True;False;1459;False;True;True;True;False;True;1;True;index,follow;39;False
İSTANBUL ESENYURT ÜNİVERSİTESİ;http://www.esenyurt.edu.tr;False;False;;;False;False;False;False;False;True;True;True;0;True;False;False;False;True;Kapsam Dışı;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;-1;False;True;False;False;0;False;False;False;False;False;False;0;False;;0;False
İSTANBUL GALATA ÜNİVERSİTESİ;www.galata.edu.tr;True;True;2025-03-03 22:55:12;2025-06-01 22:55:11;False;False;False;False;False;False;True;True;0;True;False;False;False;True;Kapsam Dışı;False;False;False;True;True;False;False;False;True;False;False;True;True;True;True;False;219;False;False;True;False;2682;True;True;False;False;False;True;1;True;;28;False
İSTANBUL GEDİK ÜNİVERSİTESİ;www.gedik.edu.tr;True;True;2025-05-10 11:50:50;2025-08-08 12:49:00;False;False;False;False;False;False;True;True;0;True;False;False;False;True;Kapsam Dışı;False;False;False;True;True;True;False;False;True;True;True;True;True;True;True;False;521;True;False;True;False;1285;False;True;False;True;False;True;0;True;max-image-preview:large;32;False
İSTANBUL GELİŞİM ÜNİVERSİTESİ;www.gelisim.edu.tr;True;True;2025-01-14 00:00:00;2025-12-25 23:59:59;False;False;True;False;False;False;True;True;1;True;False;False;False;True;Kapsam Dışı;False;False;False;False;True;False;False;False;True;True;True;True;True;True;True;False;3658;True;False;False;False;0;False;True;False;True;False;True;7;True;;44;False
İSTANBUL KENT ÜNİVERSİTESİ;www.kent.edu.tr;True;True;2024-06-28 00:00:00;2025-06-27 23:59:59;True;False;False;False;False;False;True;True;1;True;True;False;True;True;Kapsam Dışı;True;False;False;False;True;True;False;False;True;True;False;True;True;True;True;False;2609;True;False;True;False;3694;False;True;False;False;False;True;0;True;;26;False
İSTANBUL KÜLTÜR ÜNİVERSİTESİ;www.iku.edu.tr;True;True;2024-08-08 00:00:00;2025-08-29 23:59:59;False;False;False;True;False;False;True;True;1;True;False;False;False;True;Kapsam Dışı;False;False;False;True;False;False;False;False;False;True;False;False;False;True;True;False;538;True;False;True;False;997;False;True;False;False;False;True;0;True;;69;False
İSTANBUL MEDENİYET ÜNİVERSİTESİ;http://www.medeniyet.edu.tr;True;True;2024-11-18 00:00:00;2025-12-01 23:59:59;False;False;True;False;False;False;True;True;1;True;False;False;True;True;Kapsam Dışı;False;False;False;True;False;True;False;False;False;False;True;True;True;True;True;False;280;False;False;True;False;1496;True;False;False;True;False;True;1;True;;31;False
İSTANBUL MEDİPOL ÜNİVERSİTESİ;www.medipol.edu.tr;True;True;2025-03-31 10:33:55;2025-06-29 11:33:49;False;False;True;True;False;False;False;True;2;True;False;False;False;True;Kapsam Dışı;False;False;False;False;True;False;False;False;True;True;True;True;True;True;True;False;593;False;False;True;False;1604;False;True;False;False;False;True;0;True;index, follow;31;False
İSTANBUL NİŞANTAŞI ÜNİVERSİTESİ;http://www.nisantasi.edu.tr;True;True;2025-04-21 20:33:01;2025-07-20 21:31:45;False;False;True;False;False;False;True;True;1;True;True;False;True;True;Kapsam Dışı;False;False;False;True;True;True;True;False;True;True;True;True;True;True;True;False;1200;False;False;True;False;920;False;True;False;True;False;True;1;False;;31;False
İSTANBUL OKAN ÜNİVERSİTESİ;www.okan.edu.tr;True;True;2025-05-08 07:29:36;2026-06-09 07:29:35;False;False;False;False;False;False;True;True;0;True;False;False;True;True;Kapsam Dışı;False;False;False;False;False;True;False;False;True;True;True;True;True;True;True;False;659;False;False;True;False;2680;False;True;False;True;False;True;0;True;index, follow;56;False
İSTANBUL RUMELİ ÜNİVERSİTESİ;www.rumeli.edu.tr;True;True;2025-05-02 22:16:40;2025-07-31 23:16:35;True;False;True;True;True;False;False;True;4;True;False;False;False;True;Kapsam Dışı;False;False;False;False;False;False;False;True;True;True;False;True;True;True;True;False;659;False;False;False;False;44;False;True;False;False;False;True;1;True;;17;False
İSTANBUL SABAHATTİN ZAİM ÜNİVERSİTESİ;http://www.izu.edu.tr/;True;True;2024-12-19 00:00:00;2025-12-18 23:59:59;False;False;False;False;False;False;True;True;0;True;True;False;True;True;Kapsam Dışı;False;False;False;True;True;True;False;False;True;True;True;True;True;True;True;False;1006;False;False;True;False;1513;True;True;False;False;False;True;0;True;;37;False
İSTANBUL SAĞLIK VE SOSYAL BİLİMLER MESLEK YÜKSEKOKULU;www.issb.edu.tr;True;True;2025-03-28 23:00:05;2025-06-27 00:00:03;False;False;True;True;False;False;False;True;2;True;False;False;True;True;Kapsam Dışı;False;False;True;False;True;True;False;False;True;True;True;True;True;True;True;False;698;False;False;True;False;992;False;True;False;False;False;True;0;True;;64;False
İSTANBUL SAĞLIK VE TEKNOLOJİ ÜNİVERSİTESİ;www.istun.edu.tr;False;False;;;False;False;False;False;False;True;True;True;0;True;False;False;False;True;Kapsam Dışı;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;-1;False;True;False;False;0;False;False;False;False;False;False;0;False;;0;False
İSTANBUL ŞİŞLİ MESLEK YÜKSEKOKULU;www.sisli.edu.tr;True;True;2025-02-06 00:00:00;2026-02-06 23:59:59;False;False;False;False;False;False;True;True;0;True;False;False;False;True;Kapsam Dışı;False;False;False;False;False;True;False;False;True;True;True;True;True;True;True;False;730;True;False;True;False;1137;False;True;False;False;False;True;0;True;max-image-preview:large;79;False
İSTANBUL TEKNİK ÜNİVERSİTESİ;http://www.itu.edu.tr;True;True;2024-07-18 00:00:00;2025-08-18 23:59:59;True;False;True;True;True;False;False;True;4;True;False;False;False;True;Kapsam Dışı;False;False;False;True;True;True;False;True;True;False;False;False;True;True;True;False;708;True;False;True;False;1025;True;True;False;True;False;True;0;True;index, follow;45;False
İSTANBUL TİCARET ÜNİVERSİTESİ;http://www.ticaret.edu.tr;False;False;;;False;False;False;False;False;True;True;True;0;True;False;False;False;True;Kapsam Dışı;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;-1;False;True;False;False;0;False;False;False;False;False;False;0;False;;0;False
İSTANBUL TOPKAPI ÜNİVERSİTESİ;www.topkapi.edu.tr;True;True;2024-05-03 07:02:10;2025-06-04 07:02:09;False;False;False;False;False;False;True;True;0;True;False;False;False;True;Kapsam Dışı;False;False;False;False;True;True;False;False;True;True;True;True;True;True;True;False;826;False;False;True;False;1477;False;True;False;False;False;True;0;True;;29;False
İSTANBUL ÜNİVERSİTESİ;http://www.istanbul.edu.tr;True;True;2024-05-10 00:00:00;2025-06-10 23:59:59;True;False;False;True;False;False;True;True;2;True;False;False;False;True;Kapsam Dışı;False;False;False;True;False;False;False;False;False;True;True;True;True;True;True;False;34;False;False;False;False;33;False;True;False;True;False;True;0;True;all;62;False
İSTANBUL ÜNİVERSİTESİ-CERRAHPAŞA;https://iuc.edu.tr;True;True;2025-01-23 12:43:57;2026-01-23 12:43:57;False;False;True;True;False;False;False;True;2;True;False;False;False;True;Kapsam Dışı;False;False;False;True;False;False;False;False;True;True;True;True;True;True;True;False;693;False;False;False;False;46;False;True;False;True;False;True;0;True;all;32;False
İSTANBUL YENİ YÜZYIL ÜNİVERSİTESİ;www.yeniyuzyil.edu.tr;True;True;2024-12-20 00:00:00;2026-01-19 23:59:59;True;False;False;False;False;False;True;True;1;True;True;False;True;True;Kapsam Dışı;False;False;False;True;False;True;False;False;True;True;True;True;True;True;True;False;668;True;False;True;False;975;False;True;False;True;False;True;0;True;index, follow;49;False
İSTANBUL 29 MAYIS ÜNİVERSİTESİ;http://www.29mayis.edu.tr;True;True;2025-03-10 00:00:00;2026-03-26 23:59:59;True;False;True;False;False;False;True;True;2;True;False;False;False;True;Kapsam Dışı;False;False;False;False;False;True;False;False;True;True;True;True;True;False;True;False;88;True;False;True;False;886;False;True;False;True;False;True;10;True;;30;False
İSTİNYE ÜNİVERSİTESİ;www.istinye.edu.tr;True;True;2024-11-08 00:00:00;2025-09-23 23:59:59;False;False;True;True;False;False;False;True;2;True;True;False;True;True;Kapsam Dışı;False;False;True;False;False;True;False;False;True;True;False;True;True;True;True;False;675;True;False;True;False;1619;True;True;False;True;False;True;0;True;;22;False
İZMİR BAKIRÇAY ÜNİVERSİTESİ;bakircay.edu.tr;True;True;2024-09-02 00:00:00;2025-10-03 23:59:59;False;False;False;False;False;False;True;True;0;True;True;True;True;True;Kapsam Dışı;False;False;False;True;True;True;True;False;True;True;True;True;True;True;True;False;1313;True;False;True;False;785;False;False;False;False;False;True;0;True;all;21;False
İZMİR DEMOKRASİ ÜNİVERSİTESİ;http://www.idu.edu.tr;True;True;2024-10-21 11:38:28;2025-10-21 11:38:28;False;False;False;False;False;False;True;True;0;True;True;False;True;True;Kapsam Dışı;False;False;False;False;True;True;False;False;True;True;True;True;True;True;True;False;886;False;False;True;False;798;False;True;False;False;False;True;0;True;;28;False
İZMİR EKONOMİ ÜNİVERSİTESİ;www.ieu.edu.tr;True;True;2025-03-13 08:03:45;2026-04-03 10:10:16;False;False;False;False;False;False;True;True;0;True;False;False;False;True;Kapsam Dışı;False;False;False;False;True;False;False;False;False;True;True;True;True;True;True;False;606;False;False;True;False;1763;False;True;False;True;False;True;6;True;;40;False
İZMİR KATİP ÇELEBİ ÜNİVERSİTESİ;http://www.ikc.edu.tr/;True;True;2024-08-05 00:00:00;2025-08-05 23:59:59;False;False;False;False;False;False;True;True;0;True;False;False;False;True;Kapsam Dışı;True;False;False;True;False;True;False;False;True;True;False;True;True;True;True;False;852;True;False;True;False;1333;False;True;False;True;False;True;0;True;;31;False
İZMİR KAVRAM MESLEK YÜKSEKOKULU;www.kavram.edu.tr;True;True;2025-01-16 08:03:35;2026-02-17 08:03:35;True;False;True;True;True;False;False;True;4;True;False;True;False;True;Kapsam Dışı;True;False;False;True;True;True;False;True;True;True;True;True;True;True;True;False;637;False;False;True;False;1197;False;True;False;True;False;True;0;True;;42;False
İZMİR TINAZTEPE ÜNİVERSİTESİ;www.tinaztepe.edu.tr;True;True;2024-09-26 00:00:00;2025-09-26 23:59:59;False;False;False;False;False;False;True;True;0;True;False;False;False;True;Kapsam Dışı;False;False;False;False;True;True;False;False;False;True;True;True;True;False;True;False;-1;False;True;False;False;0;False;False;False;False;False;False;0;False;;0;False
İZMİR YÜKSEK TEKNOLOJİ ENSTİTÜSÜ;http://www.iyte.edu.tr/;False;False;;;False;False;False;False;False;True;True;True;0;True;False;False;False;True;Kapsam Dışı;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;-1;False;True;False;False;0;False;False;False;False;False;False;0;False;;0;False
KADİR HAS ÜNİVERSİTESİ;http://www.khas.edu.tr;True;True;2024-07-02 00:00:00;2025-07-24 23:59:59;False;False;False;False;False;False;True;True;0;True;True;False;True;True;Kapsam Dışı;False;False;False;False;True;False;False;False;True;True;True;True;True;True;True;False;724;True;False;True;False;1256;False;True;False;True;True;True;9;True;max-image-preview:large, max-snippet:-1, max-video-preview:-1;22;False
KAFKAS ÜNİVERSİTESİ;http://www.kafkas.edu.tr;True;True;2024-06-10 00:00:00;2025-06-09 23:59:59;False;False;False;False;False;False;True;True;0;True;True;False;True;True;Kapsam Dışı;False;False;False;True;False;True;False;False;True;True;True;True;True;True;True;False;899;True;False;True;False;1493;False;True;False;False;False;True;0;True;;19;False
KAHRAMANMARAŞ İSTİKLAL ÜNİVERSİTESİ;www.istiklal.edu.tr;True;True;2024-07-25 09:02:04;2025-07-25 09:02:04;False;False;False;False;False;False;True;True;0;True;False;False;False;True;Kapsam Dışı;False;False;False;True;False;False;False;False;True;True;True;True;False;True;True;False;794;True;True;False;False;35;False;False;False;True;False;True;0;True;index, follow;0;False
KAHRAMANMARAŞ SÜTÇÜ İMAM ÜNİVERSİTESİ;www.ksu.edu.tr;True;True;2025-04-07 00:00:00;2026-05-08 23:59:59;False;False;False;False;False;False;True;True;0;True;True;False;True;True;Kapsam Dışı;False;False;False;True;False;True;False;False;False;False;False;True;True;True;True;False;884;True;False;True;False;1445;False;True;False;False;False;True;0;True;;37;False
KAPADOKYA ÜNİVERSİTESİ;www.kapadokya.edu.tr;True;True;2025-04-12 06:48:24;2025-07-11 06:48:23;False;False;True;False;False;False;True;True;1;True;False;True;False;True;Kapsam Dışı;False;False;False;True;True;True;False;False;False;True;True;True;True;False;True;False;691;True;False;True;False;972;False;True;False;False;False;True;0;True;;22;False
KARABÜK ÜNİVERSİTESİ;http://www.karabuk.edu.tr/;True;True;2025-03-06 00:00:00;2026-04-05 23:59:59;True;False;False;False;False;False;True;True;1;True;False;False;False;True;Kapsam Dışı;False;False;False;True;False;True;True;False;True;False;False;True;True;True;True;False;985;True;False;True;False;1465;False;True;False;False;False;True;0;True;;20;False
KARADENİZ TEKNİK ÜNİVERSİTESİ;http://www.ktu.edu.tr;True;True;2024-08-06 00:00:00;2025-09-06 23:59:59;True;True;True;True;True;False;False;False;5;True;True;False;True;True;Kapsam Dışı;False;False;False;False;False;True;False;True;False;False;False;True;True;True;True;False;590;True;False;True;False;2450;False;True;False;False;False;True;1;True;;40;False
KARAMANOĞLU MEHMETBEY ÜNİVERSİTESİ;http://www.kmu.edu.tr;True;True;2024-09-20 00:00:00;2025-10-21 23:59:59;False;False;False;False;False;False;True;True;0;True;False;False;True;True;Kapsam Dışı;False;False;False;True;True;True;False;False;False;False;False;True;True;True;True;False;1310;True;False;True;False;1242;False;True;False;False;False;True;4;True;;34;False
KASTAMONU ÜNİVERSİTESİ;http://www.kastamonu.edu.tr/ind ex.php/tr/;True;True;2024-06-13 00:00:00;2025-05-24 23:59:59;False;False;False;False;False;False;True;True;0;True;False;False;False;True;Kapsam Dışı;False;False;False;False;True;True;True;False;True;False;True;True;True;False;True;False;-1;False;True;False;False;0;False;False;False;False;False;True;0;False;;0;False
KAYSERİ ÜNİVERSİTESİ;http://www.kayseri.edu.tr;True;True;2024-07-18 00:00:00;2025-07-31 23:59:59;False;False;True;False;False;False;True;True;1;True;True;False;True;True;Kapsam Dışı;False;False;False;True;False;True;False;False;False;True;True;True;True;True;True;False;746;True;False;True;False;1931;False;False;False;False;False;True;0;True;;20;False
KIRIKKALE ÜNİVERSİTESİ;http://kku.edu.tr;True;True;2024-09-18 00:00:00;2025-10-18 23:59:59;True;False;False;False;False;False;True;True;1;True;True;False;True;True;Kapsam Dışı;False;False;False;True;False;True;False;False;True;True;False;True;True;True;True;False;1880;True;False;True;False;2350;False;True;False;False;False;True;0;True;;22;False
KIRKLARELİ ÜNİVERSİTESİ;http://www.klu.edu.tr/;True;True;2024-06-04 00:00:00;2025-06-03 23:59:59;False;False;False;False;False;False;True;True;0;True;False;False;False;True;Kapsam Dışı;False;False;False;False;True;True;False;False;True;True;True;True;True;True;True;False;793;True;False;True;False;1342;False;True;False;False;False;True;0;True;index, follow;34;False
