Birim Adı;İnternet Adresi;HTTPS Var mı?;SSL Geçerli mi?;Sertifika Başlangıç;Sertifika Bitiş;Strict-Transport-Security;Content-Security-Policy;X-Frame-Options;X-Content-Type-Options;Referrer-Policy;A02 - Cryptographic Failure;A05 - Security Misconfiguration;A08 - Software/Data Integrity Failure;Güvenlik Skoru (0-5);A01 - Broken Access Control;A04 - Insecure Design;A06 - Vulnerable and Outdated Components;A07 - Identification and Authentication Failures;A09 - Security Logging and Monitoring Failures;A10 - Server-Side Request Forgery;CSV Injection;CRLF Injection;Unrestricted File Upload;X-Powered-By Exposure;Iframe Kullanımı;Mixed Content Risk;Deprecated HTML Elements;Referrer Policy Mevcut mu?;Gzip Compression Aktif mi?;robots.txt Var mı?;sitemap.xml Var mı?;Doctype Var mı?;Title Tag Var mı?;Secure/HttpOnly Cookie Flag Eksik?;HSTS Süresi Yetersiz mi?;CORS Açıklığı Var mı?;Yanıt Süresi (ms);Mobil Uyumlu mu?;Başlık Boş mu?;headers;html;response_bytes;http_methods;CSP_Header;X_Frame_Options;X_Content_Type_Options;HSTS_Preload;HSTS_Include_Subdomains;HSTS_Max_Age;CORS_Wildcard;Dangerous_HTTP_Methods;Canonical_Tag;Meta_Description;OpenGraph_Tags;Lazy_Loading;Favicon;Google_Fonts;Page_Size_KB;DOM_Element_Count;Google_Analytics;Meta_Viewport;Structured_Data
ÇAĞ ÜNİVERSİTESİ;http://www.cag.edu.tr/;True;True;2025-05-06 23:49:49;2025-08-04 23:49:48;False;False;False;False;False;False;True;True;0;True;False;False;False;True;Kapsam Dışı;False;False;False;False;True;True;True;False;True;True;False;True;True;True;True;False;900;True;False;{};;b'';[];False;False;False;False;False;False;False;False;False;False;False;False;False;False;0.0;0;False;False;False
ÇANAKKALE ONSEKİZ MART ÜNİVERSİTESİ;www.comu.edu.tr;True;True;2024-09-30 00:00:00;2025-10-31 23:59:59;True;False;True;True;True;False;False;True;4;True;True;False;True;True;Kapsam Dışı;False;False;False;False;True;True;False;True;True;True;False;True;True;False;True;False;849;True;False;{};;b'';[];False;False;False;False;False;False;False;False;False;False;False;False;False;False;0.0;0;False;False;False
ÇANKAYA ÜNİVERSİTESİ;http://www.cankaya.edu.tr/;True;True;2024-06-07 00:00:00;2025-06-23 23:59:59;False;False;False;False;False;False;True;True;0;True;False;False;False;True;Kapsam Dışı;False;False;False;False;True;False;False;False;True;True;False;True;True;True;True;True;601;True;False;{};;b'';[];False;False;False;False;False;False;False;False;False;False;False;False;False;False;0.0;0;False;False;False
ÇANKIRI KARATEKİN ÜNİVERSİTESİ;www.karatekin.edu.tr;True;True;2025-05-15 05:01:45;2025-08-13 05:01:44;False;False;False;False;False;False;True;True;0;True;False;False;True;True;Kapsam Dışı;True;False;False;True;False;True;False;False;True;False;False;True;True;True;True;False;740;False;False;{};;b'';[];False;False;False;False;False;False;False;False;False;False;False;False;False;False;0.0;0;False;False;False
ÇUKUROVA ÜNİVERSİTESİ;www.cu.edu.tr;True;True;2024-10-04 14:15:55;2025-11-05 14:15:54;True;False;True;True;False;False;False;True;3;True;True;False;True;True;Kapsam Dışı;False;False;False;False;False;True;False;False;True;False;False;True;True;True;True;False;744;False;False;{};;b'';[];False;False;False;False;False;False;False;False;False;False;False;False;False;False;0.0;0;False;False;False
DEMİROĞLU BİLİM ÜNİVERSİTESİ;http://www.demiroglu.bilim.edu. tr;False;False;;;False;False;False;False;False;True;True;True;0;True;False;False;False;True;Kapsam Dışı;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;-1;False;True;{};;b'';[];False;False;False;False;False;False;False;False;False;False;False;False;False;False;0.0;0;False;False;False
DİCLE ÜNİVERSİTESİ;www.dicle.edu.tr;True;True;2025-05-05 12:25:07;2026-05-05 12:25:07;False;False;False;False;False;False;True;True;0;True;True;False;False;True;Kapsam Dışı;False;False;False;True;False;True;True;False;False;False;False;True;True;True;True;False;703;True;False;{};;b'';[];False;False;False;False;False;False;False;False;False;False;False;False;False;False;0.0;0;False;False;False
DOĞUŞ ÜNİVERSİTESİ;http://www.dogus.edu.tr;True;True;2024-08-03 08:27:26;2025-08-19 06:45:38;True;False;True;True;True;False;False;True;4;True;True;False;True;True;Kapsam Dışı;False;False;False;True;True;True;False;True;True;True;True;True;True;True;True;False;3108;False;False;{};;b'';[];False;False;False;False;False;False;False;False;False;False;False;False;False;False;0.0;0;False;False;False
DOKUZ EYLÜL ÜNİVERSİTESİ;http://www.deu.edu.tr;True;True;2024-05-17 00:00:00;2025-06-17 23:59:59;False;False;False;False;False;False;True;True;0;True;False;False;False;True;Kapsam Dışı;False;False;False;False;False;False;False;False;False;False;False;True;True;True;True;False;609;False;False;{};;b'';[];False;False;False;False;False;False;False;False;False;False;False;False;False;False;0.0;0;False;False;False
DÜZCE ÜNİVERSİTESİ;http://www.duzce.edu.tr/;True;True;2025-04-09 00:00:00;2026-05-10 23:59:59;False;False;False;False;False;False;True;True;0;True;False;True;False;True;Kapsam Dışı;False;False;False;True;False;True;False;False;True;False;False;True;True;True;True;False;763;True;False;{};;b'';[];False;False;False;False;False;False;False;False;False;False;False;False;False;False;0.0;0;False;False;False
EGE ÜNİVERSİTESİ;http://www.ege.edu.tr;True;True;2024-05-31 00:00:00;2025-05-31 23:59:59;False;False;False;False;False;False;True;True;0;True;True;False;True;True;Kapsam Dışı;False;False;False;True;False;True;False;False;False;True;True;False;True;True;True;True;644;True;True;{};;b'';[];False;False;False;False;False;False;False;False;False;False;False;False;False;False;0.0;0;False;False;False
ERCİYES ÜNİVERSİTESİ;http://www.erciyes.edu.tr;True;True;2024-07-03 00:00:00;2025-08-03 23:59:59;False;False;True;False;False;False;True;True;1;True;True;False;True;True;Kapsam Dışı;False;False;False;False;True;True;False;False;True;False;False;True;True;True;True;False;863;True;False;{};;b'';[];False;False;False;False;False;False;False;False;False;False;False;False;False;False;0.0;0;False;False;False
ERZİNCAN BİNALİ YILDIRIM ÜNİVERSİTESİ;http://www.ebyu.edu.tr;True;True;2024-10-01 00:00:00;2025-09-08 23:59:59;False;False;False;False;False;False;True;True;0;True;False;False;False;True;Kapsam Dışı;False;False;False;False;True;True;False;False;True;True;True;True;True;True;True;False;1501;False;False;{};;b'';[];False;False;False;False;False;False;False;False;False;False;False;False;False;False;0.0;0;False;False;False
ERZURUM TEKNİK ÜNİVERSİTESİ;http://www.erzurum.edu.tr/;True;True;2025-04-03 07:06:32;2025-07-02 07:06:31;False;False;False;False;False;False;True;True;0;True;True;False;True;True;Kapsam Dışı;False;False;False;True;True;True;False;False;True;False;False;True;True;True;True;False;669;True;False;{};;b'';[];False;False;False;False;False;False;False;False;False;False;False;False;False;False;0.0;0;False;False;False
ESKİŞEHİR OSMANGAZİ ÜNİVERSİTESİ;http://www.ogu.edu.tr;True;True;2024-07-04 00:00:00;2025-08-02 23:59:59;False;False;False;False;False;False;True;True;0;True;True;False;True;True;Kapsam Dışı;False;False;False;True;True;True;False;False;False;True;False;True;True;True;True;False;794;True;False;{};;b'';[];False;False;False;False;False;False;False;False;False;False;False;False;False;False;0.0;0;False;False;False
ESKİŞEHİR TEKNİK ÜNİVERSİTESİ;https://www.eskisehir.edu.tr/;True;True;2024-06-11 11:32:44;2025-06-11 11:32:44;True;False;False;False;False;False;True;True;1;True;True;False;True;True;Kapsam Dışı;True;False;False;False;False;True;True;False;True;False;False;True;True;False;True;False;708;True;False;{};;b'';[];False;False;False;False;False;False;False;False;False;False;False;False;False;False;0.0;0;False;False;False
FATİH SULTAN MEHMET VAKIF ÜNİVERSİTESİ;www.fsm.edu.tr;True;True;2025-03-21 08:53:29;2026-04-22 08:53:28;False;False;False;False;False;False;True;True;0;True;False;False;False;True;Kapsam Dışı;False;False;False;True;True;True;False;False;True;True;True;True;True;True;True;True;823;True;False;{};;b'';[];False;False;False;False;False;False;False;False;False;False;False;False;False;False;0.0;0;False;False;False
FENERBAHÇE ÜNİVERSİTESİ;www.fbu.edu.tr;True;True;2024-11-14 00:00:00;2025-11-14 23:59:59;False;False;False;False;False;False;True;True;0;True;False;False;False;True;Kapsam Dışı;False;False;False;True;True;False;False;False;True;False;False;True;True;True;True;False;-1;False;True;{};;b'';[];False;False;False;False;False;False;False;False;False;False;False;False;False;False;0.0;0;False;False;False
FIRAT ÜNİVERSİTESİ;http://www.firat.edu.tr/;True;True;2024-12-06 00:00:00;2026-01-05 23:59:59;False;False;False;False;False;False;True;True;0;True;False;False;False;True;Kapsam Dışı;True;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;-1;False;True;{};;b'';[];False;False;False;False;False;False;False;False;False;False;False;False;False;False;0.0;0;False;False;False
GALATASARAY ÜNİVERSİTESİ;http://www.gsu.edu.tr;True;True;2025-03-17 00:00:00;2026-04-15 23:59:59;True;False;True;False;False;False;True;True;2;True;False;False;False;True;Kapsam Dışı;False;False;False;True;False;True;False;False;True;False;True;True;True;True;True;False;157;True;False;{};;b'';[];False;False;False;False;False;False;False;False;False;False;False;False;False;False;0.0;0;False;False;False
GAZİ ÜNİVERSİTESİ;http://gazi.edu.tr/;True;True;2024-12-08 09:51:33;2026-01-09 09:51:32;True;True;True;True;True;False;False;False;5;True;False;False;False;True;Kapsam Dışı;False;False;False;False;True;True;False;True;True;True;True;True;True;True;True;False;560;True;False;{};;b'';[];False;False;False;False;False;False;False;False;False;False;False;False;False;False;0.0;0;False;False;False
GAZİANTEP İSLAM BİLİM VE TEKNOLOJİ ÜNİVERSİTESİ;http://www.gibtu.edu.tr/;True;True;2024-05-29 11:42:41;2025-06-30 11:42:40;True;False;True;False;False;False;True;True;2;True;False;False;False;True;Kapsam Dışı;False;False;False;True;False;True;False;False;True;True;True;True;True;True;True;False;1740;True;False;{};;b'';[];False;False;False;False;False;False;False;False;False;False;False;False;False;False;0.0;0;False;False;False
GAZİANTEP ÜNİVERSİTESİ;http://www.gantep.edu.tr;True;True;2025-03-11 00:00:00;2026-03-12 23:59:59;True;True;True;False;False;False;True;False;3;True;False;False;True;True;Kapsam Dışı;False;False;False;False;True;True;True;False;True;False;False;True;True;True;True;False;594;False;False;{};;b'';[];False;False;False;False;False;False;False;False;False;False;False;False;False;False;0.0;0;False;False;False
GEBZE TEKNİK ÜNİVERSİTESİ;www.gtu.edu.tr;True;True;2025-05-13 06:36:46;2026-05-13 06:36:46;False;False;False;False;False;False;True;True;0;True;False;False;False;True;Kapsam Dışı;False;False;False;True;True;True;False;False;True;False;False;True;True;True;True;False;747;False;False;{};;b'';[];False;False;False;False;False;False;False;False;False;False;False;False;False;False;0.0;0;False;False;False
GİRESUN ÜNİVERSİTESİ;http://www.giresun.edu.tr/;True;True;2024-12-23 00:00:00;2025-12-22 23:59:59;False;False;False;False;False;False;True;True;0;True;True;False;True;True;Kapsam Dışı;False;False;False;True;False;True;False;False;True;True;True;True;True;True;True;False;651;True;False;{};;b'';[];False;False;False;False;False;False;False;False;False;False;False;False;False;False;0.0;0;False;False;False
GÜMÜŞHANE ÜNİVERSİTESİ;http://www.gumushane.edu.tr;True;True;2024-10-09 00:00:00;2025-10-08 23:59:59;False;False;False;False;False;False;True;True;0;True;True;True;True;True;Kapsam Dışı;False;False;False;False;True;True;True;False;True;True;True;True;True;True;True;False;722;True;False;{};;b'';[];False;False;False;False;False;False;False;False;False;False;False;False;False;False;0.0;0;False;False;False
HACETTEPE ÜNİVERSİTESİ;http://hacettepe.edu.tr;True;True;2024-08-02 00:00:00;2025-09-02 23:59:59;True;False;False;False;False;False;True;True;1;True;True;False;True;True;Kapsam Dışı;False;False;False;False;False;False;False;False;True;True;True;True;True;True;True;False;600;True;False;{};;b'';[];False;False;False;False;False;False;False;False;False;False;False;False;False;False;0.0;0;False;False;False
HAKKARİ ÜNİVERSİTESİ;www.hakkari.edu.tr / www.hu.edu.tr;False;False;;;False;False;False;False;False;True;True;True;0;True;False;False;False;True;Kapsam Dışı;True;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;-1;False;True;{};;b'';[];False;False;False;False;False;False;False;False;False;False;False;False;False;False;0.0;0;False;False;False
HALİÇ ÜNİVERSİTESİ;www.halic.edu.tr;True;True;2024-12-26 12:52:45;2026-01-27 12:52:44;True;True;True;True;False;False;False;False;4;True;False;True;False;True;Kapsam Dışı;False;False;False;True;True;False;False;False;True;True;True;True;True;True;True;True;460;True;False;{};;b'';[];False;False;False;False;False;False;False;False;False;False;False;False;False;False;0.0;0;False;False;False
HARRAN ÜNİVERSİTESİ;http://www.harran.edu.tr/;True;True;2024-05-06 00:00:00;2025-06-06 23:59:59;False;False;False;False;False;False;True;True;0;True;False;False;True;True;Kapsam Dışı;False;False;False;True;True;True;False;False;True;False;False;True;True;True;True;False;1412;True;False;{};;b'';[];False;False;False;False;False;False;False;False;False;False;False;False;False;False;0.0;0;False;False;False
HASAN KALYONCU ÜNİVERSİTESİ;www.hku.edu.tr;True;True;2025-05-17 13:12:43;2025-08-15 13:12:42;False;False;False;False;False;False;True;True;0;True;False;False;False;True;Kapsam Dışı;False;False;False;False;False;False;True;False;True;False;False;False;True;False;True;False;749;False;False;{};;b'';[];False;False;False;False;False;False;False;False;False;False;False;False;False;False;0.0;0;False;False;False
HATAY MUSTAFA KEMAL ÜNİVERSİTESİ;http://www.mku.edu.tr;True;True;2024-11-28 00:00:00;2025-12-29 23:59:59;False;False;False;False;False;False;True;True;0;True;True;True;True;True;Kapsam Dışı;False;False;False;True;False;False;True;False;False;True;True;True;True;True;True;False;1289;True;False;{};;b'';[];False;False;False;False;False;False;False;False;False;False;False;False;False;False;0.0;0;False;False;False
HİTİT ÜNİVERSİTESİ;http://www.hitit.edu.tr/;True;True;2024-11-25 00:00:00;2025-11-25 23:59:59;True;False;False;False;False;False;True;True;1;True;False;False;False;True;Kapsam Dışı;False;False;False;True;False;True;False;False;True;True;True;True;True;True;True;False;1483;False;False;{};;b'';[];False;False;False;False;False;False;False;False;False;False;False;False;False;False;0.0;0;False;False;False
IĞDIR ÜNİVERSİTESİ;http://www.igdir.edu.tr;True;True;2025-04-06 19:20:24;2025-07-05 19:20:23;False;False;False;False;False;False;True;True;0;True;True;False;True;True;Kapsam Dışı;False;False;False;False;False;True;True;False;True;True;False;True;True;True;True;False;153;False;False;{};;b'';[];False;False;False;False;False;False;False;False;False;False;False;False;False;False;0.0;0;False;False;False
ISPARTA UYGULAMALI BİLİMLER ÜNİVERSİTESİ;https://isparta.edu.tr/;True;True;2025-01-21 00:00:00;2026-02-01 23:59:59;False;False;True;False;False;False;True;True;1;True;False;False;False;True;Kapsam Dışı;False;False;False;False;True;True;False;False;False;True;False;True;True;True;True;False;666;True;False;{};;b'';[];False;False;False;False;False;False;False;False;False;False;False;False;False;False;0.0;0;False;False;False
IŞIK ÜNİVERSİTESİ;http://www.isikun.edu.tr/;True;True;2024-11-04 00:00:00;2025-11-07 23:59:59;False;False;True;True;False;False;False;True;2;True;False;False;False;True;Kapsam Dışı;False;False;False;False;True;False;False;False;True;True;True;True;True;True;True;False;597;False;False;{};;b'';[];False;False;False;False;False;False;False;False;False;False;False;False;False;False;0.0;0;False;False;False
İBN HALDUN ÜNİVERSİTESİ;www.ihu.edu.tr;True;True;2024-06-28 07:26:29;2025-07-30 07:26:29;False;False;False;False;False;False;True;True;0;True;False;False;False;True;Kapsam Dışı;False;False;False;False;False;False;False;False;False;True;False;False;False;False;True;False;-1;False;True;{};;b'';[];False;False;False;False;False;False;False;False;False;False;False;False;False;False;0.0;0;False;False;False
İHSAN DOĞRAMACI BİLKENT ÜNİVERSİTESİ;http://www.bilkent.edu.tr/;True;True;2024-07-31 00:00:00;2025-08-13 23:59:59;False;False;False;False;False;False;True;True;0;True;False;False;False;True;Kapsam Dışı;False;False;False;True;True;True;False;False;True;False;True;True;True;True;True;False;922;False;False;{};;b'';[];False;False;False;False;False;False;False;False;False;False;False;False;False;False;0.0;0;False;False;False
İNÖNÜ ÜNİVERSİTESİ;http://www.inonu.edu.tr/;False;False;;;False;False;False;False;False;True;True;True;0;True;False;False;False;True;Kapsam Dışı;True;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;-1;False;True;{};;b'';[];False;False;False;False;False;False;False;False;False;False;False;False;False;False;0.0;0;False;False;False
İSKENDERUN TEKNİK ÜNİVERSİTESİ;www.iste.edu.tr;True;True;2025-01-16 00:00:00;2026-01-08 23:59:59;False;False;True;True;False;False;False;True;2;True;True;False;True;True;Kapsam Dışı;False;False;False;False;True;True;False;False;True;True;False;True;True;False;True;False;797;True;False;{};;b'';[];False;False;False;False;False;False;False;False;False;False;False;False;False;False;0.0;0;False;False;False
İSTANBUL AREL ÜNİVERSİTESİ;http://www.arel.edu.tr;True;True;2024-05-21 00:00:00;2025-05-27 23:59:59;False;False;False;False;False;False;True;True;0;True;False;False;False;True;Kapsam Dışı;False;False;False;False;True;False;False;False;False;True;False;True;True;True;True;False;2382;True;False;{};;b'';[];False;False;False;False;False;False;False;False;False;False;False;False;False;False;0.0;0;False;False;False
İSTANBUL ATLAS ÜNİVERSİTESİ;www.atlas.edu.tr;True;True;2024-06-10 00:00:00;2025-07-09 23:59:59;False;False;False;False;False;False;True;True;0;True;True;False;True;True;Kapsam Dışı;False;False;False;False;True;False;False;False;True;True;True;True;True;True;True;False;828;False;False;{};;b'';[];False;False;False;False;False;False;False;False;False;False;False;False;False;False;0.0;0;False;False;False
İSTANBUL AYDIN ÜNİVERSİTESİ;http://www.aydin.edu.tr;True;True;2025-05-13 09:43:52;2025-08-11 10:43:48;False;False;True;True;True;False;False;True;3;True;False;False;False;True;Kapsam Dışı;False;False;False;False;False;False;False;True;True;True;False;True;True;True;True;False;608;False;False;{};;b'';[];False;False;False;False;False;False;False;False;False;False;False;False;False;False;0.0;0;False;False;False
İSTANBUL BEYKENT ÜNİVERSİTESİ;www.beykent.edu.tr;True;True;2025-01-05 12:48:36;2026-01-05 11:49:12;True;False;True;True;True;False;False;True;4;True;False;False;True;True;Kapsam Dışı;False;False;False;True;True;True;False;True;True;True;False;True;True;True;True;False;626;False;False;{};;b'';[];False;False;False;False;False;False;False;False;False;False;False;False;False;False;0.0;0;False;False;False
İSTANBUL BİLGİ ÜNİVERSİTESİ;www.bilgi.edu.tr;True;True;2024-09-26 00:00:00;2025-09-26 23:59:59;True;True;True;True;True;False;False;False;5;True;True;False;True;True;Kapsam Dışı;False;False;False;False;True;True;False;True;True;True;False;True;True;True;True;False;424;True;False;{};;b'';[];False;False;False;False;False;False;False;False;False;False;False;False;False;False;0.0;0;False;False;False
İSTANBUL ESENYURT ÜNİVERSİTESİ;http://www.esenyurt.edu.tr;False;False;;;False;False;False;False;False;True;True;True;0;True;False;False;False;True;Kapsam Dışı;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;-1;False;True;{};;b'';[];False;False;False;False;False;False;False;False;False;False;False;False;False;False;0.0;0;False;False;False
İSTANBUL GALATA ÜNİVERSİTESİ;www.galata.edu.tr;True;True;2025-03-03 22:55:12;2025-06-01 22:55:11;False;False;False;False;False;False;True;True;0;True;False;False;False;True;Kapsam Dışı;False;False;False;True;True;False;False;False;True;False;False;True;True;True;True;False;219;False;False;{};;b'';[];False;False;False;False;False;False;False;False;False;False;False;False;False;False;0.0;0;False;False;False
İSTANBUL GEDİK ÜNİVERSİTESİ;www.gedik.edu.tr;True;True;2025-05-10 11:50:50;2025-08-08 12:49:00;False;False;False;False;False;False;True;True;0;True;False;False;False;True;Kapsam Dışı;False;False;False;True;True;True;False;False;True;True;True;True;True;True;True;False;521;True;False;{};;b'';[];False;False;False;False;False;False;False;False;False;False;False;False;False;False;0.0;0;False;False;False
İSTANBUL GELİŞİM ÜNİVERSİTESİ;www.gelisim.edu.tr;True;True;2025-01-14 00:00:00;2025-12-25 23:59:59;False;False;True;False;False;False;True;True;1;True;False;False;False;True;Kapsam Dışı;False;False;False;False;True;False;False;False;True;True;True;True;True;True;True;False;3658;True;False;{};;b'';[];False;False;False;False;False;False;False;False;False;False;False;False;False;False;0.0;0;False;False;False
İSTANBUL KENT ÜNİVERSİTESİ;www.kent.edu.tr;True;True;2024-06-28 00:00:00;2025-06-27 23:59:59;True;False;False;False;False;False;True;True;1;True;True;False;True;True;Kapsam Dışı;True;False;False;False;True;True;False;False;True;True;False;True;True;True;True;False;2609;True;False;{};;b'';[];False;False;False;False;False;False;False;False;False;False;False;False;False;False;0.0;0;False;False;False
İSTANBUL KÜLTÜR ÜNİVERSİTESİ;www.iku.edu.tr;True;True;2024-08-08 00:00:00;2025-08-29 23:59:59;False;False;False;True;False;False;True;True;1;True;False;False;False;True;Kapsam Dışı;False;False;False;True;False;False;False;False;False;True;False;False;False;True;True;False;538;True;False;{};;b'';[];False;False;False;False;False;False;False;False;False;False;False;False;False;False;0.0;0;False;False;False
İSTANBUL MEDENİYET ÜNİVERSİTESİ;http://www.medeniyet.edu.tr;True;True;2024-11-18 00:00:00;2025-12-01 23:59:59;False;False;True;False;False;False;True;True;1;True;False;False;True;True;Kapsam Dışı;False;False;False;True;False;True;False;False;False;False;True;True;True;True;True;False;280;False;False;{};;b'';[];False;False;False;False;False;False;False;False;False;False;False;False;False;False;0.0;0;False;False;False
